Donor Agency,Project Title,Aid Modality,Type Of Assistance,Primary Sector,Implementing Agency,Date of Agreement Signed,Date of Agreement Effective,Date of Planned Completion,Type of PIU,Status,AMP ID,Cumulative Commitment,Cumulative Disbursement,2007 Q1 Actual Disbursements,2007 Q2 Actual Disbursements,2007 Q3 Actual Disbursements,2007 Q4 Actual Disbursements,2008 Q1 Actual Disbursements,2008 Q2 Actual Disbursements,2008 Q3 Actual Disbursements,2008 Q4 Actual Disbursements,2009 Q1 Actual Disbursements,2009 Q2 Actual Disbursements,2009 Q3 Actual Disbursements,2009 Q4 Actual Disbursements,2010 Q1 Actual Disbursements,2010 Q2 Actual Disbursements,2010 Q3 Actual Disbursements,2010 Q4 Actual Disbursements,2011 Q1 Actual Disbursements,2011 Q2 Actual Disbursements,2011 Q3 Actual Disbursements,2011 Q4 Actual Disbursements,Total Actual Disbursements
Norway ,Lake Chilwa Basin Integrated Watershed Management,Direct Project Support,Grant,"ENVIRONMENT, LANDS AND NATURAL RESOURCES",Leadership for Environment and Development,,01/07/2009,30/06/2014,None,Ongoing,8722613110324,0,6030728.586, , , , , , , , , ,1040763.226, , , ,584161.509, ,625798.438, ,1482847.918, , ,3733571.093
Norway ,Malawi Enhancing Community Resilience Programme,Direct Project Support,Grant,DEMOCRATIC GOVERNANCE, ,01/09/2011,01/09/2011,01/08/2016,Parallel,Ongoing,8722612610943,3675610.815,1194448.725, , , , , , , , , , , , , , , , , ,348905.392, , ,348905.392
Norway ,Joint UN Programme on Adolescent Girls in Malawi,Direct Project Support,Grant,"GENDER, YOUTH DEVELOPMENT AND SPORTS",United Nations Population Fund,25/11/2011,01/12/2011,31/12/2013,None,Ongoing,8722612610951,2041096.546,1974053.642, , , , , , , , , , , , , , , , , ,522660.278, , ,522660.278
Norway ,Extractive Industry Transparency Initiative (EITI) National Workshop,Direct Project Support,Grant,"VULNERABILITY, DISASTER AND RISK MANAGEMENT", ,07/12/2010,07/12/2011,01/06/2012,None,Ongoing,8722612610944,87226.348,2742.069, , , , , , , , , , , , , , ,2742.069, , , , , ,2742.069
Norway ,NGO Gender Cordination Network Phase II and III,Direct Project Support,Grant,"GENDER, YOUTH DEVELOPMENT AND SPORTS",NGO Gender Coordination Network,10/12/2007,01/07/2007,30/06/2010,NGO,Ongoing,8722612310083,2328742.548,4400095.282, ,555008.769, , , ,603544.35, , , ,693842.15, , , ,428073.814, , , , , ,173995.39,2454464.474
Norway ,NCA Prevention of Human trafficking*,Direct Project Support,Grant,DEMOCRATIC GOVERNANCE, ,04/04/2007,04/04/2007,31/12/2009,NGO,Ongoing,8722611610209,517498.344,2365408.352, , , ,240544.049, ,97670.056, ,192443.158,200480.776, , , , ,445196.767, ,268199.33, ,271099.49, ,139515.766,1855149.395
Norway ,Programme Support to ACB,Direct Project Support,Grant,DEMOCRATIC GOVERNANCE,Anti-Corruption Bureau,15/05/2007,01/07/2007,30/06/2010,None,Ongoing,8722612310024,3449988.96,3441203.632,93949.803,555311.835, , , ,914475.442, , , ,693842.15, , ,660496.4, , , , , , , ,2918075.632
Norway ,Support to Bunda College Phase III,Direct Project Support,Grant,AGRICULTURE,Bunda College of Agriculture,12/09/2003,01/07/2005,30/06/2009,None,Closed,872261309774,3038276.203,4428158.142,375799.213, ,622919.546, , ,105516.397,295359.896, ,553050.418, ,160581.555,710137.161, ,171885.324, , , ,81120.503, , ,3076370.017
Norway ,Statistics SWAP - Snr Long Term Advisor,Direct Project Support,Grant,ECONOMIC GOVERNANCE, ,09/06/2010,09/06/2010,31/12/2012,None,Ongoing,8722612610953,849610.494,1171712.854, , , , , , , , , , , , , ,211132.659, , , ,278077.597, , ,489210.257
Norway ,Election reform and elections*,Direct Project Support,Grant,DEMOCRATIC GOVERNANCE," - Electoral Commission
 - United Nations Development Programme",02/05/2007,01/07/2007,30/06/2010,NGO,Ongoing,8722612310114,1724994.48,1066065.011, , ,369146.717,197819.998, , , , , , , , , , , , , , , , ,566966.715
Norway ,CHRR/CRDEP Promotion of LGBT rights in Malawi,Direct Project Support,Grant,"GENDER, YOUTH DEVELOPMENT AND SPORTS",Centre for Human Rights and Rehabilitation,01/12/2010,01/12/2010,31/12/2013,NGO,Ongoing,8722612610812,867897.1,1720987.329, , , , , , , , , , , , , ,428941.451, , ,200255.5,95683.714, ,32827.239,757707.905
Norway ,Support to Mulanje Mountain Conservation Trust,Direct Project Support,Grant,"ENVIRONMENT, LANDS AND NATURAL RESOURCES",Mulanje Mountain Conservation Trust,20/11/2007,01/07/2007,30/06/2012,NGO,Ongoing,8722612310096,4398735.924,5317900.282, ,1018071.698, , , ,422065.588, , ,628466.384, , ,317734.747,495372.3, , ,536398.661, ,535916.615, ,273111.664,4227137.662
Norway ,COSOMA Cultural Support Scheme 2012-2015,Direct Project Support,Grant,"TOURISM, WILDLIFE AND CULTURE",Copy Right Society of Malawi (COSOMA),01/07/2008,01/07/2008,30/06/2011,NGO,Ongoing,8722612310056,1884365.958,1525233.184,59786.238, , , , ,168826.235, , , ,260190.806, , , ,250354.932, , , ,104671.617, , ,843829.831
Norway ,Improving Prison Conditions for Women,Direct Project Support,Grant,"GENDER, YOUTH DEVELOPMENT AND SPORTS",Centre for Legal Assistance,,,,None,Closed,8722612610567,373113.616,358837.492, , , , , , , , , ,177797.051, ,87587.118, ,85955.193,7498.129, , , , , ,358837.492
Norway ,IMF - Capacity Building of Reserve Bank of Malawi,Direct Project Support,Grant,ECONOMIC GOVERNANCE,Ministry of Finance,25/02/2008,01/07/2008,30/12/2011,None,Ongoing,8722612310012,1018369.824,1675903.163, , ,253061.065, ,254592.456, , ,194841.204,204251.575, ,219743.181, , , ,214559.464, , ,139562.157, , ,1480611.104
Norway ,Agriculture Sector Wide Approach - Support Project (formally Agricultural Development Programme - SP),Direct Project Support,Grant,AGRICULTURE,Ministry of Agriculture and Food Security,13/11/2008,13/11/2008,30/06/2012,None,Ongoing,8722612310043,9792017.547,14372285.45, , , , , ,1969639.415, , , , ,1280133.496, , , ,1108518.942,1412516.475,494965.798,489053.772,1460579.112, ,8215407.013
Norway ,Support to College of Medicine Ph. III,Direct Project Support,Grant,HEALTH,College of Medicine,01/07/2006,30/06/2008,30/06/2008,None,Ongoing,8722612310019,3190422.655,9676623.471,2294242.658, , ,1640768.002, , , , ,2851666.221, ,160581.555, , ,504613.545, , ,1282706.926,942044.559, , ,9676623.471
Norway ,Primary Health Care Essential Medicines Support Programme for Malawi,Health SWAp - Discrete,Grant,HEALTH,Ministry of Health,,01/12/2011,31/12/2012,None,Ongoing,8722612610948,10397380.7,18639138.94, , , , , , , , , , , , , , , , , ,10397380.7, , ,10397380.7
Norway ,Banja La Mtsogolo- basket with DFID,Direct Project Support,Grant,HEALTH,Banja La Mtsogolo,03/07/2006,03/07/2006,30/06/2012,NGO,Ongoing,872261239843,1439288.415,15166825.35,256226.736,647661.763,278107.386,292090.197,281801.273,216403.375, , , , , ,169056.299, , , ,2324394.2, ,5300438.28, ,869976.951,10636156.47
Norway ,Economic Empowerment for women DCA,Direct Project Support,Grant,"GENDER, YOUTH DEVELOPMENT AND SPORTS",Danish Church Aid,08/02/2011,,31/12/2012,None,Ongoing,8722612610851,523125.298,439025.106, , , , , , , , , , , , , , ,348750.198, , , , ,90274.907,439025.106
Norway ,NCA-ACT Food Crisis Emergency snf recovery response program,Direct Project Support,Grant,"VULNERABILITY, DISASTER AND RISK MANAGEMENT",Norwegian Church Aid,16/11/2010,16/11/2010,30/09/2011,NGO,Ongoing,8722612610794,1682045.153,1675539.019, , , , , , , , , , , , , ,1675539.019, , , , , , ,1675539.019
Norway ,Strengthening Malawi's participation in Climate Change Fora,Direct Project Support,Grant,"ENVIRONMENT, LANDS AND NATURAL RESOURCES",Ministry of Lands and Housing,03/11/2008,01/06/2009,31/12/2010,None,Ongoing,8722612610777,171229.525,236817.088, , , , , , , , , , , , , ,236817.088, , , , , , ,236817.088
Norway ,National Audit Office Intitutional Review,Direct Project Support,Grant,ECONOMIC GOVERNANCE,National Audit Office,21/04/2010,21/04/2010,31/12/2010,None,Closed,8722612610667,46490.482,46490.482, , , , , , , , , , , ,46490.482, , , , , , , , ,46490.482
Norway ,Budget Support 2009/10 - 2011/12,Budget Support,Grant,ECONOMIC GOVERNANCE,Ministry of Finance,,01/07/2009,30/06/2013,None,Ongoing,8722612610576,24284475.28,16838782.46, , , , , , , , ,5499080.867, , ,5560358.089,5779343.501, , , , , , , ,16838782.46
Norway ,Strategic Partneship between the RNE AND FAIR,Direct Project Support,Grant,ECONOMIC GOVERNANCE, ,,,,NGO,Ongoing,8722612610573,0,476602.121, , , , , , , , , , , ,476602.121, , , , , , , , ,476602.121
Norway ,Kungoni Arts and Craft Centre,Direct Project Support,Grant,"TOURISM, WILDLIFE AND CULTURE","Ministry of Tourism, Wildlife and Culture",,,,None,Ongoing,8722612610568,0,483664.444, , , , , , , , , ,173460.537, , , ,133522.63, , , ,176681.276, , ,483664.444
Norway ,Reserve Bank of Malawi Study Trip 2009,Direct Project Support,Grant,ECONOMIC GOVERNANCE,Ministry of Finance,20/02/2009,20/02/2009,31/12/2009,None,Closed,8722612610542,0,47709.204, , , , , , , , ,35351.234, , ,12357.97,0, , , , , , , ,47709.204
Norway ,Response to Gender Based Violance,Direct Project Support,Grant,"GENDER, YOUTH DEVELOPMENT AND SPORTS",Malawi Human Rights Resource Centra,06/08/2007,06/09/2007,03/09/2009,NGO,Ongoing,8722612610494,0,3806778.268, , , ,988708.943, ,432806.751, ,620433.993, , , ,308949.27, ,274846.178, ,339719.152, ,348905.392, ,492408.586,3806778.268
Norway ,Empowering women through reduction of harmful socio-cultural factors (Cultural Factors),Direct Project Support,Grant,"GENDER, YOUTH DEVELOPMENT AND SPORTS",Oxfam,19/06/2009,19/06/2009,01/06/2010,NGO,Ongoing,8722612610493,0,372160.929, , , , , , , , ,113909.532, , , , ,109332.934, , ,129629.676, , ,19288.785,372160.929
Norway ,Strengthening Malawi's Participation in Climate Change,Direct Project Support,Grant,"ENVIRONMENT, LANDS AND NATURAL RESOURCES",Ministry of Lands and Housing,,01/11/2008,30/06/2009,None,Closed,8722613110334,18754.959,60694.919, , , ,15819.343, ,18289.508, , , ,26586.067, , , , , , , , , , ,60694.919
Norway ,Public Accounts Committee (PAC) visits to Norway,Direct Project Support,Grant,ECONOMIC GOVERNANCE,National Audit Office,31/10/2008,01/11/2008,31/03/2009,None,Closed,8722613110333,107999.691,81458.658, , , , , ,81458.658, , , , , , , , , , , , , , ,81458.658
Norway ,Government of Malawi Seeds and fertiliser Programme,Farm Input Subsidy Program - Pooled,Grant,AGRICULTURE,Ministry of Agriculture and Food Security,01/07/2006,01/07/2006,30/06/2011,None,Ongoing,8722613110331,7762475.16,7579214.745, ,1813328.691, , , ,2110327.944, , , , , , , ,3338065.77, , ,143039.643,174452.696, , ,7579214.745
Norway ,Mzuzu Trust Fund - Support to Women Hostels,Direct Project Support,Grant,"GENDER, YOUTH DEVELOPMENT AND SPORTS","Ministry of Gender, Children and Community Development",08/12/2008,,30/06/2010,None,Ongoing,8722613110329,844131.177,894601.068, , , , , ,351721.324, ,542879.744, , , , , , , , , , , , ,894601.068
Norway ,Support to UNDAF,Direct Project Support,Grant,ECONOMIC GOVERNANCE,United Nations Development Programme,12/05/2008,,31/12/2009,NGO,Closed,8722613110328,2110327.944,2110327.944, , , , , ,2110327.944, , , , , , , , , , , , , , ,2110327.944
Norway ,National Audit Office (phase 3),PFEM RP - Discrete Support,Grant,ECONOMIC GOVERNANCE,National Audit Office,,,,None,Ongoing,8722613110316,0,2398295.291, , , , , , , , , ,520381.613, ,714903.182, ,1112991.918, ,3933.59, ,22906.165, ,23178.821,2398295.291
Norway ,"Maternal Health, Institutional Cooperation Phase 2",Direct Project Support,Grant,HEALTH,Norwegian University Hospitals,30/06/2008,31/12/2010,30/06/2008,None,Ongoing,8722613110315,1166802.975,1112581.795, , , , , ,129120.68, ,247553.163,250758.087, ,322008.277, , , ,163141.585, , , , , ,1112581.795
Norway ,Improvement of surgical and orthopedic services in malawi,Direct Project Support,Grant,HEALTH,Ministry of Health,08/11/2008,01/08/2008,,None,Ongoing,8722612110284,748652.05,809842.484, , , , ,177159.067, , ,149369.483,151460.398, ,188472.036,29630.4, , ,113751.097, , , , , ,809842.484
Norway ,Disrict-level Implementation of the Malawi HoH PMTCT Programme,Direct Project Support,Grant,HEALTH,Ministry of Health,09/11/2009,01/07/2008,30/12/2009,None,Ongoing,8722612110283,2741764.913,1819340.598, , , , ,563602.547, , , ,157116.596,353820.001, ,476602.121, , , ,268199.33, , , , ,1819340.598
Norway ,Central Bank Modernization - Reserve Bank,Direct Project Support,Grant,ECONOMIC GOVERNANCE,Ministry of Finance,01/07/2006,01/07/2006,01/06/2008,None,Closed,8722612310182,3300000,539562.887,162149.481, , , , , , , , , , , , , , , , , , , ,162149.481
Norway ,Technical Support to Malawi National Agricultural Development Programme,Direct Project Support,Technical Assistance,AGRICULTURE,Ministry of Agriculture and Food Security,01/07/2006,01/07/2006,30/06/2008,None,Closed,8722612310106,159920.935,172499.448,172499.448, , , , , , , , , , , , , , , , , , , ,172499.448
Norway ,Scoping Study on Fair Trade Analysis for Malawi's Agricultural Products,Direct Project Support,Grant,AGRICULTURE,Ministry of Agriculture and Food Security,01/07/2007,01/07/2007,30/06/2008,None,Closed,8722612310105,21562.431,21562.431,21562.431, , , , , , , , , , , , , , , , , , , ,21562.431
Norway ,"Maternal Health, Institutional Cooperation",Direct Project Support,Grant,HEALTH, ,18/06/2007,18/06/2007,30/06/2008,None,Closed,8722612310085,333613.932,206567.288,86249.724,120317.564, , , , , , , , , , , , , , , , , , ,206567.288
Norway ,Chia Lagoon Watershed Management Project,Direct Project Support,Grant,AGRICULTURE,Total Land Care,23/11/2007,23/11/2007,30/06/2010,None,Closed,8722612310080,7503725.988,828770.613, ,740415.78, , ,88354.833, , , , , , , , , , , , , , , ,828770.613
Norway ,Addendum to NGO GCN - support to women elections,Direct Project Support,Grant,"GENDER, YOUTH DEVELOPMENT AND SPORTS"," - Ministry of Gender, Children and Community Development
 - NGO Gender Coordination Network",04/07/2007,04/07/2007,30/06/2009,None,Closed,8722612310076,1175042.105,731028.157, , , , ,979201.754, , ,-248173.597, , , , , , , , , , , , ,731028.157
Norway ,Nanzikambe Arts - Improving gender equaity and governance,Direct Project Support,Grant,"TOURISM, WILDLIFE AND CULTURE",Nanzikambe Arts,01/07/2008,01/07/2008,30/06/2011,NGO,Ongoing,8722612310074,979201.754,881980.225, , , , ,241409.757, , , , ,265365.001, , , ,250354.932, , , ,78503.713, , ,835633.405
Norway ,ONE UN,Direct Project Support,Grant,ECONOMIC GOVERNANCE,United Nations Development Programme,13/02/2008,01/07/2008,30/06/2009,NGO,Ongoing,8722612910066,783361.403,699541.713, , ,389324.716, , , , ,310216.996, , , , , , , , , , , , ,699541.713
Norway ,Addendum to NACAL,Direct Project Support,Grant,ECONOMIC GOVERNANCE,National Statistics Office,06/05/2008,01/07/2008,30/06/2009,None,Closed,8722612310065,509184.912,401141.711, , , , , ,401141.711, , , , , , , , , , , , , , ,401141.711
Norway ,NCA - Health and HIV/AIDS Project,Direct Project Support,Grant,HEALTH, ,27/02/2008,01/07/2008,30/06/2010,None,Ongoing,8722612310060,3525126.317,3609127.079, , , ,973633.991, ,771426.367,582631.747,155108.498, ,707640.003, , , , , , , ,418686.471, , ,3609127.079
Norway ,National Framework for Climate Change in Malawi,Direct Project Support,Grant,"ENVIRONMENT, LANDS AND NATURAL RESOURCES",Ministry of Lands and Housing,01/07/2008,01/07/2008,30/06/2010,None,Ongoing,8722612310052,0,2392679.863, , , , , , , , , ,1040763.226, , , ,1351916.637, , , , , , ,2392679.863
Norway ,Malawi Democracy Consolidated Programme III - old name MDCP III,Direct Project Support,Grant,DEMOCRATIC GOVERNANCE,United Nations Development Programme,11/07/2008,,30/06/2010,NGO,Ongoing,8722612310040,3133445.615,3139962.937, , , , ,391680.701, ,295359.896, , ,353820.001,676132.867, ,330248.2, , ,357599.107,735122.163, , , ,3139962.937
Norway ,Support to Parliament,Direct Project Support,Grant,DEMOCRATIC GOVERNANCE,National Assembly,01/07/2006,01/07/2006,30/06/2009,None,Ongoing,8722612310029,799604.675,205563.794, , , , , ,360672.293, ,-155108.498, , , , , , , , , , , , ,205563.794
Norway ,Capacity Building for Statistics and Planning (phase 2),Direct Project Support,Grant,ECONOMIC GOVERNANCE," - Ministry of Economic Planning and Development
 - National Statistics Office",01/07/2007,01/07/2007,01/12/2009,None,Closed,8722612310011,4605735.261,5811682.18, ,926815.453, ,912879.23,561278.445, , , ,1587506.088,606591.5, , , ,878412.007,52590.355,215811.061, ,69798.037, , ,5811682.18
Norway ,UNDP Capacity Strengthening Phase II*,Direct Project Support,Grant,DEMOCRATIC GOVERNANCE,Ministry of Local Government and Rural Development,02/07/2007,02/07/2007,30/06/2008,None,Closed,8722612910007,327748.951,163874.475,163874.475, , , , , , , , , , , , , , , , , , , ,163874.475
Norway ,Budget Support 2004/05 - 2008/09,Budget Support,Grant,ECONOMIC GOVERNANCE,Ministry of Finance,01/07/2004,01/07/2004,30/06/2009,None,Closed,872261149989,5787120.762,27016695.84,10349966.88, , , , ,5399984.571, ,5479623.628, , , , , , , , , , , , ,21229575.08
Norway ,National Census of Agricultural and Livestock,Direct Project Support,Grant,AGRICULTURE,National Statistics Office,12/10/2007,03/07/2006,30/11/2007,None,Closed,872261239885,3283546.436,3325273.214,1034996.688, , , , ,99359.716, , , , , , , , , , , , , , ,1134356.404
Norway ,Food Security and Developing sustainable livelihoods,Direct Project Support,Grant,AGRICULTURE," - Food and Agriculture Organisation
 - Ministry of Agriculture and Food Security",03/07/2006,03/07/2006,30/06/2011,NGO,Ongoing,872261239880,3998023.377,5598758.23, ,1018071.698, ,1087579.838, ,144268.917,582631.747, ,831146.794, ,397228.059, ,388041.635, ,180587.549, , , , , ,4629556.239
Norway ,UNDP Civil Society Frame Agreement,Direct Project Support,Grant,DEMOCRATIC GOVERNANCE,United Nations Development Programme,16/11/2005,16/11/2005,30/06/2008,NGO,Closed,872261239873,3748473.266,2209638.557, ,740011.692, , , , , , , , , , , , , , , , , , ,740011.692
