Project Title,Activity Created By,Activity Created On,Activity Updated By,Activity Updated On,AMP ID,SIAFI Code,Objective,Organizations and Project ID,Project Description,Executing Sector,Status,Actual Approval Date,Current Completion Date,Final Date for Contracting,Original Completion Date,Proposed Completion Date,Proposed Start Date,Mancomunidad,Implementation Level,Region,Zone,Donor Agency,Donor Commitment Date,Donor Group,Donor Type,Financing Instrument,Funding Organization Id,Type Of Assistance,Primary Sector,Primary Sector Sub-Sector,Primary Sector Sub-Sub-Sector,Secondary Sector,Secondary Sector Sub-Sector,Tertiary Sector,Responsible Organization,Executing Agency,Beneficiary Agency,National Planning Objectives,National Planning Objectives Level 1,National Planning Objectives Level 2,National Planning Objectives Level 3,Primary Program,Primary Program Level 1,Primary Program Level 2,Primary Program Level 3,Secondary Program,Secondary Program Level 1,Secondary Program Level 2,Secondary Program Level 3,Secondary Program Level 4,2006 Actual Commitments,2006 Actual Disbursements,2006 Actual Expenditures,2006 Planned Commitments,2006 Planned Disbursements,2006 Planned Expenditures, 2007 Actual Commitments,2007 Actual Disbursements,2007 Actual Expenditures, 2007 Planned Commitments,2007 Planned Disbursements,2007 Planned Expenditures,2008 Actual Commitments,2008 Actual Disbursements,2008 Actual Expenditures,2008 Planned Commitments,2008 Planned Disbursements,2008 Planned Expenditures,2009 Actual Commitments,2009 Actual Disbursements,2009 Actual Expenditures,2009 Planned Commitments,2009 Planned Disbursements,2009 Planned Expenditures,2010 Actual Commitments,2010 Actual Disbursements,2010 Actual Expenditures,2010 Planned Commitments,2010 Planned Disbursements,2010 Planned Expenditures,2011 Actual Commitments,2011 Actual Disbursements,2011 Actual Expenditures,2011 Planned Commitments,2011 Planned Disbursements,2011 Planned Expenditures,2012 Actual Commitments,2012 Actual Disbursements,2012 Actual Expenditures,2012 Planned Commitments,2012 Planned Disbursements,2012 Planned Expenditures,2013 Actual Commitments,2013 Actual Disbursements,2013 Actual Expenditures,2013 Planned Commitments,2013 Planned Disbursements,2013 Planned Expenditures,2014 Actual Commitments,2014 Actual Disbursements,2014 Actual Expenditures,2014 Planned Commitments,2014 Planned Disbursements,2014 Planned Expenditures,Total Costs Actual Commitments,Total Costs Actual Disbursements,Total Costs Actual Expenditures,Total Costs Planned Commitments,Total Costs Planned Disbursements,Total Costs Planned Expenditures
  Programa de Gestión Comunitaria de Cuencas (PGCC) bajo una perspectiva de contribución a la Adaptación al cambio Climático y a la Reducción de Riesgos a Desastres,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),15/10/2013,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),26/11/2014,871711213012,,,[Por definir] (Cooperación Suiza para el Desarrollo y la Cooperación), , ,Diseño,01/01/2014,31/12/2017,,,31/12/2017,, ,Sub-national,R13 - Golfo de Fonseca," - Aguanqueterique
 - Alianza
 - Alubaren
 - Amapala
 - Apacilagua
 - Aramecina
 - Caridad
 - Choluteca
 - Concepción de Maria
 - Curarén
 - Duyure
 - El Corpus
 - El Triunfo
 - Goascorán
 - Guajiquiro
 - La Libertad
 - La Venta
 - Langue
 - Lauterique
 - Liure
 - Marcovia
 - Mercedes de Oriente
 - Morolica
 - Nacaome
 - Namasigue
 - Nueva Armenia
 - Orocuina
 - Pespire
 - Reitoca
 - San Antonio de Flores [Choluteca]
 - San Antonio de Flores [El Paraíso]
 - San Antonio del Norte
 - San Francisco de Coray
 - San Isidro
 - San José
 - San Juan
 - San Lorenzo
 - San Marcos de Colon
 - San Miguelito
 - Santa Ana de Yusguare
 - Soledad
 - Texiguat
 - Yauyupe",Cooperación Suiza para el Desarrollo y la Cooperación, ,Suiza,Bilateral,Proyecto,[Por Definir],Donación / No reembolsable,400 - MULTISECTORIAL,410 - Protección general del medio ambiente, ,3 - AGROFORESTAL Y TURISMO,32 - Recursos Forestal y Ambiente,MEDIO AMBIENTE/ CAMBIO CLIMÁTICO,Cooperación Suiza para el Desarrollo y la Cooperación,Cooperación Suiza para el Desarrollo y la Cooperación, ,Visión de País,"Objetivo 3 - Una Honduras productiva, generadora de oportunidades y empleo digno, que aprovecha de manera sostenible sus recursos y reduce la vulnerabilidad ambiental",Meta 3.7: Llevar el índice Global de Riesgo Climático a un nivel superior a 50, ,Plan de Nación,Adaptación y Mitigación al Cambio Climático, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,100000,0,0,0,0
  Alianza por la Paz y la Justicia,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),21/11/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),26/11/2014,87171126096,,,7F-08450.01.03 (Cooperación Suiza para el Desarrollo y la Cooperación),,Sector Privado,Ejecución,15/07/2012,31/12/2015,,,31/12/0012,15/07/2012, ,Country/National, , ,Cooperación Suiza para el Desarrollo y la Cooperación," - 15/07/2012
 - 15/01/2013",Suiza,Bilateral," - In Kind
 - Proyecto",7F-08450.01.03,Donación / No reembolsable,150 - GOBIERNO Y SOCIEDAD CIVIL, , ,4 - FORTALECIMIENTO INSTITUCIONAL,43 - Defensa y Seguridad,DERECHOS HUMANOS,Cooperación Suiza para el Desarrollo y la Cooperación,Asociación para una Sociedad más Justa, ,Visión de País,"Objetivo 4 - Un Estado moderno, transparente, responsable, eficiente y competitivo", , ,Plan de Nación,"Democracia, Ciudadanía y Gobernabilidad", , ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 1: Institucionalidad,1.1 Corrupción,1.1.1 Indicador de Control de la corrupción,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,45000,0,50000,0,0,600000,200000,0,0,0,0,0,120000,0,0,0,0,645000,365000,0,50000,0,0
  AGUASAN [Incluye Agua y Saneamiento en Pequeñas Ciudades y Escuelas],ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),26/11/2014,ASDC010,,,7F-02239.04 / 7F-07761.01/02 (Cooperación Suiza para el Desarrollo y la Cooperación),,Sector Público,Ejecución,01/01/2008,31/12/2014,,,31/12/2011,01/01/2008, ,Sub-national," - R01 - Valle de Sula
 - R02 - Valle de Comayagua
 - R03 - Occidente
 - R04 - Valle de Lean
 - R11 - El Paraíso
 - R12 - Región Centro
 - R13 - Golfo de Fonseca
 - R14 - Región Lempa"," - Alauca
 - Arizona
 - Cabañas
 - Camasca
 - Colomoncagua
 - Comayagua
 - Concepción [Intibucá]
 - Danlí
 - Distrito Central
 - El Paraíso
 - El Porvenir
 - Esparta
 - Intibucá
 - Jesús de Otoro
 - La Esperanza
 - La Masica
 - Lepaera
 - Morocelí
 - San Agustín
 - San Antonio
 - San Francisco
 - San Isidro
 - San Juan
 - San Marcos de la Sierra
 - San Miguelito
 - Santa Ana
 - Santa Elena
 - Siguatepeque
 - Tela
 - Teupasenti
 - Vallecillo
 - Yamaranguila
 - Yuscarán",Cooperación Suiza para el Desarrollo y la Cooperación," - 01/01/2008
 - 01/01/2012",Suiza,Bilateral,Proyecto,7F-02239.04 / 7F-07761.01/02,Donación / No reembolsable,140 - ABASTECIMIENTO DE AGUA Y SANEAMIENTO,14020 - Abastecimiento de agua y saneamiento - sistemas de envergadura, ,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,15 - Agua y Saneamiento, ,Cooperación Suiza para el Desarrollo y la Cooperación," - Alcaldia de  Intibucá,  Intibucá
 - Alcaldia de El Paraíso, El Paraiso
 - Instituto de Desarrollo Comunitario, Agua y Saneamiento / Fondo Hondureño de Inversión Social", ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.4: Alcanzar 95% de cobertura de salud en todos los niveles del sistema, ,Plan de Nación,Salud como fundamento para la mejora de las condiciones de vida," - Número de Municipios administrando sistemas de agua y saneamiento
 - Tasa de Incidencia de casos de Enfermedades Infecciosas asociadas a Condiciones Materiales de Vida ( Diarrea-IRAS X 1000 hab) y TB x 100mil hab)", ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 4: Capital Humano,4.4 Agua Potable y Saneamiento Básico,4.4.2 Porcentaje de personas con acceso a un sistema de saneamiento adecuado.,0,0,0,0,0,0,0,0,0,0,0,0,6160910,3360000,0,5760000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100000,0,0,0,0,9929090,3972222,0,0,4500000,0,0,3166000,0,0,0,0,0,2860523,0,0,0,0,16090000,16458745,0,5760000,4500000,0
"  Programa Agua, Saneamiento e Higiene en Honduras [AGUASAN Honduras]",Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),11/02/2014,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),26/11/2014,871711214851,,,7F-02239.06 (Cooperación Suiza para el Desarrollo y la Cooperación),,Sector Público,Ejecución,,31/12/2015,,,31/12/2015,01/03/2013, ,Sub-national," - R02 - Valle de Comayagua
 - R11 - El Paraíso
 - R12 - Región Centro
 - R14 - Región Lempa"," - Distrito Central
 - El Paraíso
 - Intibucá
 - La Paz",Cooperación Suiza para el Desarrollo y la Cooperación,01/03/2013,Suiza,Bilateral,Proyecto,7F-02239.06,Donación / No reembolsable,140 - ABASTECIMIENTO DE AGUA Y SANEAMIENTO, , ,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,15 - Agua y Saneamiento, ,Cooperación Suiza para el Desarrollo y la Cooperación," - Asociación de Municipios de Honduras
 - Consejo Nacional del Agua
 - Ente Regulador de los Servicios de Agua Potable y Saneamiento
 - Instituto de Desarrollo Comunitario, Agua y Saneamiento / Fondo Hondureño de Inversión Social
 - Instituto de Desarrollo Comunitario, Agua y Saneamiento / Servicio Autónomo Nacional de Acueductos y Alcantarillados", , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8242105,2306000,0,0,0,0,0,889437,0,0,0,0,8242105,3195437,0,0,0,0
  Proyectos de Gobernabilidad Local e Inversiones Municipales,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),12/02/2014,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),26/11/2014,871711214862,,,7F-07645.02 (Cooperación Suiza para el Desarrollo y la Cooperación),,Sector Público,Ejecución,,31/12/2015,,,31/12/2015,01/01/2013, ,Country/National, , ,Cooperación Suiza para el Desarrollo y la Cooperación,01/01/2013,Suiza,Bilateral,Proyecto,7F-07645.02,Donación / No reembolsable,150 - GOBIERNO Y SOCIEDAD CIVIL,"151 - Gobierno y Sociedad Civil, general",15112 - Descentralización y apoyo a los gobiernos regionales y locales,4 - FORTALECIMIENTO INSTITUCIONAL,44 - Descentralización, ,Cooperación Suiza para el Desarrollo y la Cooperación," - Asociación de Municipios de Honduras
 - Secretaría de Coordinación General de Gobierno
 - Secretaría de Derechos Humanos, Justicia, Gobernación y Descentralización
 - Secretaría de Finanzas
 - Tribunal Superior de Cuentas", ,Visión de País,"Objetivo 4 - Un Estado moderno, transparente, responsable, eficiente y competitivo",Meta 4.2: Haber alcanzado una descentralización de la inversión pública del 40% hacia el nivel municipal, ,Plan de Nación,"Desarrollo Regional, Recursos Naturales y ambiente",Tasa de Descentralización del Gasto Público, , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8469137,2120000,0,0,0,0,0,2101083,0,0,0,0,8469137,4221083,0,0,0,0
  Proyecto de mejoramiento de ingresos y empleo para productores y productoras de cacao en Honduras (PROCACAO-Honduras),Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),01/12/2014,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),01/12/2014,871711216890,, ,, ,Sector Privado,Ejecución,,31/12/2017,,,31/12/2017,01/08/2014, ,Country/National, , ,Cooperación Suiza para el Desarrollo y la Cooperación,01/08/2014,Suiza,Bilateral,Proyecto, ,Donación / No reembolsable,311 - AGRICULTURA, , ,3 - AGROFORESTAL Y TURISMO,"31 - Agricultura, Agroindustria y Ganadería",GENERACIÓN DE EMPLEO,Cooperación Suiza para el Desarrollo y la Cooperación,Fundación para el Desarrollo Empresarial Rural, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4902000,0,0,0,0,0,4902000,800000,0,0,0,0
  Programa de Mitigación de Desastres Naturales y Finalización del Tramo Carretero de la sección I-B del Anillo Periférico en el Municipio del Distrito Central,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),25/07/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),02/12/2014,87171123759,BIP 001400073300,,2062 (Banco Centroamericano de Integración Económica),,Sector Público,Ejecución,26/04/2011,19/06/2014,,,19/06/2014,01/06/2012, ,Sub-national,R12 - Región Centro,Distrito Central,Banco Centroamericano de Integración Económica,01/06/2012,Organismo Internacional,Multilateral,Programa,2062,Crédito," - 210 - TRANSPORTE Y ALMACENAJE
 - 400 - MULTISECTORIAL"," - 21020 - Transporte por carretera
 - 410 - Protección general del medio ambiente", ," - 2 - COMUNICACIONES Y ENERGÍA
 - 3 - AGROFORESTAL Y TURISMO"," - 21 - Vialidad
 - 32 - Recursos Forestal y Ambiente",AYUDA HUMANITARIA,Banco Centroamericano de Integración Económica," - Alcaldía Municipal del Distrito Central
 - Secretaría de Infraestructura y Servicios Públicos",Alcaldía Municipal del Distrito Central,Visión de País," - Objetivo 3 - Una Honduras productiva, generadora de oportunidades y empleo digno, que aprovecha de manera sostenible sus recursos y reduce la vulnerabilidad ambiental
 - Objetivo 4 - Un Estado moderno, transparente, responsable, eficiente y competitivo"," - Meta 3.7: Llevar el índice Global de Riesgo Climático a un nivel superior a 50
 - Meta 4.1: Mejorar la posición de Honduras en el índice de Competitividad Global a la posición 50", ,Plan de Nación," - Adaptación y Mitigación al Cambio Climático
 - Infraestructura Productiva como motor de la actividad económica",% de avance del Programa de Rehabilitación y Reconstrucción Vial, ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 2: Infraestructura,2.5 Sistema de Manejo de Riesgo,2.5.3 Número de municipios implementando SINAGER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46188510,6297230.1,0,0,0,0,0,15603163.91,0,0,0,0,0,13723980.82,0,0,0,0,46188510,35624374.83,0,0,0,0
  Proyecto Carretera Villa San Antonio-Goascorán Sección IA y IB,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),15/10/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),02/12/2014,87171125242,BIP 900002021,,2087 (Banco Centroamericano de Integración Económica),,Sector Público,Ejecución,01/01/2011,30/05/2015,,,30/05/2015,13/11/2012, ,Sub-national," - R02 - Valle de Comayagua
 - R13 - Golfo de Fonseca
 - R14 - Región Lempa
 - R16 - Región de Santa Bárbara"," - Aguanqueterique
 - Ajuterique
 - Alianza
 - Amapala
 - Aramecina
 - Cabañas
 - Cane
 - Caridad
 - Chinacla
 - Comayagua
 - El Rosario
 - Esquías
 - Goascorán
 - Guajiquiro
 - Humuya
 - La Libertad
 - La Paz
 - La Trinidad
 - Lamaní
 - Langue
 - Las Lajas
 - Lauterique
 - Lejamaní
 - Marcala
 - Mercedes de Oriente
 - Meámbar
 - Minas de Oro
 - Nacaome
 - Ojos de Agua
 - Opatoro
 - San Antonio de Flores [Choluteca]
 - San Antonio del Norte
 - San Francisco de Coray
 - San Jerónimo
 - San José
 - San José de Comayagua
 - San José del Potrero
 - San Juan
 - San Lorenzo
 - San Luis
 - San Pedro de Tutule
 - San Sebastián
 - Santa Ana
 - Santa Elena
 - Santa María
 - Santiago de Puringla
 - Siguatepeque
 - Taulabé
 - Villa de San Antonio
 - Yarula",Banco Centroamericano de Integración Económica,13/11/2012,Organismo Internacional,Multilateral,Proyecto,2087,Crédito,210 - TRANSPORTE Y ALMACENAJE,21020 - Transporte por carretera, ," - 2 - COMUNICACIONES Y ENERGÍA
 - 4 - FORTALECIMIENTO INSTITUCIONAL"," - 21 - Vialidad
 - 42 - Competitividad y MIPYMES", ,Banco Centroamericano de Integración Económica,Secretaría de Infraestructura y Servicios Públicos, ,Visión de País,"Objetivo 3 - Una Honduras productiva, generadora de oportunidades y empleo digno, que aprovecha de manera sostenible sus recursos y reduce la vulnerabilidad ambiental", , ,Plan de Nación,"Competitividad, Imagen País y Sectores Productivos", , ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 2: Infraestructura,"2.2 Infraestructura Vial, Portuaria, Aeroportuaria y Ferroviaria",2.2.1 Densidad de la Red Vial Oficial (Km de red vial oficial por cien Km2 de territorio),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49136000,0,0,0,0,0,0,0,0,0,0,0,0,18652920.64,0,0,0,0,49136000,18652920.64,0,0,0,0
  Cooperación financiera no reembolsable a la República de Honduras (Programa de Preinversión Vial),Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),05/05/2014,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),02/12/2014,871711215473,, ,DI-110/2011B (Banco Centroamericano de Integración Económica), ,Sector Público,Ejecución,,,,,,01/04/2014, ,Country/National, , ,Banco Centroamericano de Integración Económica,01/04/2014,Organismo Internacional,Multilateral,Proyecto,DI-110/2011B,Donación / No reembolsable,210 - TRANSPORTE Y ALMACENAJE,21020 - Transporte por carretera, ,2 - COMUNICACIONES Y ENERGÍA,21 - Vialidad, ,Banco Centroamericano de Integración Económica,Secretaría de Infraestructura y Servicios Públicos,Secretaría de Infraestructura y Servicios Públicos,Visión de País,"Objetivo 4 - Un Estado moderno, transparente, responsable, eficiente y competitivo",Meta 4.1: Mejorar la posición de Honduras en el índice de Competitividad Global a la posición 50, ,Plan de Nación,Infraestructura Productiva como motor de la actividad económica, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5664444.41,1630666.77,0,0,0,0,5664444.41,1630666.77,0,0,0,0
  Grant para preparación-Programa de escalamiento de energia renovable,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),09/01/2013,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),03/12/2014,87171126715,, ,ATN/SX-13637-HO (Banco Interamericano de Desarrollo),,Autoadministrado por Socio al Desarrollo,Ejecución,19/12/2012,,,,,19/12/2012, ,Country/National, , ,Banco Interamericano de Desarrollo,19/12/2012,Organismo Internacional,Multilateral,Asistencia Técnica,ATN/SX-13637-HO,Donación / No reembolsable,230 - GENERACIÓN Y SUMINISTRO DE ENERGÍA, , ,2 - COMUNICACIONES Y ENERGÍA,23 - Energía, ,Banco Interamericano de Desarrollo,Banco Interamericano de Desarrollo, ,Visión de País,"Objetivo 3 - Una Honduras productiva, generadora de oportunidades y empleo digno, que aprovecha de manera sostenible sus recursos y reduce la vulnerabilidad ambiental",Meta 3.3: Elevar al 80% la tasa de participación de energía renovable en la matriz de generación eléctrica del país, ,Plan de Nación,Infraestructura Productiva como motor de la actividad económica,% de Energía Eléctrica Renovable participando en matriz de generación, ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 2: Infraestructura,2.1 Servicio Eléctrico,2.1.1 Porcentaje de energía eléctrica renovable participando en matriz de generación.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195000,0,0,0,0,0,0,43330,0,0,0,0,0,129990,0,0,0,0,195000,173320,0,0,0,0
  Mejora de la Eficiencia en el Procesamiento de Café y Reducción de su Impacto Ambiental,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),10/04/2014,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),03/12/2014,871711215392,,,ATN/ME-14311-HO [Fondos FOMIN] (Banco Interamericano de Desarrollo),,Autoadministrado por Socio al Desarrollo,Ejecución,13/02/2014,,,,,, ,Sub-national,R03 - Occidente, , , ,Organismo Internacional, ,Asistencia Técnica,ATN/ME-14311-HO [Fondos FOMIN],Donación / No reembolsable,230 - GENERACIÓN Y SUMINISTRO DE ENERGÍA,23020 - Producción energética - fuentes no renovables, ,2 - COMUNICACIONES Y ENERGÍA,23 - Energía,MEDIO AMBIENTE/ CAMBIO CLIMÁTICO,Banco Interamericano de Desarrollo,Banco Interamericano de Desarrollo, ,Visión de País,"Objetivo 3 - Una Honduras productiva, generadora de oportunidades y empleo digno, que aprovecha de manera sostenible sus recursos y reduce la vulnerabilidad ambiental",Meta 3.3: Elevar al 80% la tasa de participación de energía renovable en la matriz de generación eléctrica del país, ,Plan de Nación,Infraestructura Productiva como motor de la actividad económica,% de Energía Eléctrica Renovable participando en matriz de generación, , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910945,0,0,0,0,0,910945,0,0,0,0,0
  Desarrollo Económico Regional en el Golfo de Fonseca [HO-M1042],Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),03/06/2014,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),03/12/2014,871711216287,,,ATN/ME-14448-HO (Banco Interamericano de Desarrollo),,Autoadministrado por Socio al Desarrollo,Ejecución,11/06/2014,,,,,11/06/2014, ,Sub-national,R13 - Golfo de Fonseca, ,Banco Interamericano de Desarrollo,31/05/2014,Organismo Internacional,Multilateral,Asistencia Técnica,ATN/ME-14448-HO,Donación / No reembolsable,160 - OTROS SERVICIOS E INFRAESTRUCTURAS SOCIALES,16010 - Servicios sociales, ,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,14 - Protección Social,GENERACIÓN DE EMPLEO,Banco Interamericano de Desarrollo,Banco Interamericano de Desarrollo, ,Visión de País,"Objetivo 3 - Una Honduras productiva, generadora de oportunidades y empleo digno, que aprovecha de manera sostenible sus recursos y reduce la vulnerabilidad ambiental", , ,Plan de Nación,"Reducción de la Pobreza, Generación de Activos e Igualdad de Oportunidades",% de la PEA con problemas de empleo, , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700000,137254,0,0,0,0,1700000,137254,0,0,0,0
  Mini FOMIN para el Desarrollo Competitivo en la Región del Golfo de Fonseca,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),06/02/2013,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),08/12/2014,87171127187,,,ATN/ME-13668-HO [Fondo FOMIN] (Banco Interamericano de Desarrollo),,Autoadministrado por Socio al Desarrollo,Ejecución,04/01/2013,03/08/2015,,,03/08/2015,04/01/2013, ,Sub-national,R13 - Golfo de Fonseca," - Aguanqueterique
 - Alianza
 - Alubaren
 - Amapala
 - Apacilagua
 - Aramecina
 - Caridad
 - Choluteca
 - Concepción de Maria
 - Curarén
 - Duyure
 - El Corpus
 - El Triunfo
 - Goascorán
 - Guajiquiro
 - La Libertad
 - La Venta
 - Langue
 - Lauterique
 - Liure
 - Marcovia
 - Mercedes de Oriente
 - Morolica
 - Nacaome
 - Namasigue
 - Nueva Armenia
 - Opatoro
 - Orocuina
 - Pespire
 - Reitoca
 - San Antonio de Flores [Choluteca]
 - San Antonio del Norte
 - San Francisco de Coray
 - San Isidro
 - San José
 - San Juan
 - San Lorenzo
 - San Marcos de Colon
 - San Miguelito
 - Santa Ana de Yusguare
 - Soledad
 - Texiguat
 - Vado Ancho
 - Yauyupe",Banco Interamericano de Desarrollo,04/01/2013,Organismo Internacional,Multilateral,Asistencia Técnica,ATN/ME-13668-HO [Fondo FOMIN],Donación / No reembolsable,321 - INDUSTRIA,32130 - Desarrollo PYME, ,4 - FORTALECIMIENTO INSTITUCIONAL,42 - Competitividad y MIPYMES,COMPETITIVIDAD E INNOVACIÓN,Banco Interamericano de Desarrollo,Fundacion Suiza de Cooperacion para el Desarrollo Tecnico, ,Visión de País,"Objetivo 3 - Una Honduras productiva, generadora de oportunidades y empleo digno, que aprovecha de manera sostenible sus recursos y reduce la vulnerabilidad ambiental", , ,Plan de Nación,"Competitividad, Imagen País y Sectores Productivos", , ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 3: Ambiente Macroeconómico,3.3 Financiamiento de Actividades Productivas,3.3.2 Crédito a las MIPYMES como porcentaje del crédito total.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,39400,0,0,0,0,0,110600,0,0,0,0,150000,150000,0,0,0,0
  Nuevos Modelos de Financiamiento al sector de productos agrícola de alto valor,ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),08/12/2014,BAID123,, ," - ATN/SF-12595-HO [Fondo FOMIN] (Banco Interamericano de Desarrollo)
 - SP/SF-10-15-HO [Fondo FOMIN] (Banco Interamericano de Desarrollo)",,Sector Privado,Ejecución,14/12/2010,25/02/2015,,,25/02/2014,25/02/2011, ,Country/National, , ,Banco Interamericano de Desarrollo,25/02/2011,Organismo Internacional,Multilateral," - Asistencia Técnica
 - Proyecto"," - ATN/SF-12595-HO
 - SP/SF-10-15-HO [Fondo FOMIN]"," - Crédito
 - Donación / No reembolsable",311 - AGRICULTURA,31193- Servicios financieros agrícolas, ,3 - AGROFORESTAL Y TURISMO,"31 - Agricultura, Agroindustria y Ganadería",SEGURIDAD ALIMENTARIA,Banco Interamericano de Desarrollo,DELCAM GROUP, ,Visión de País,"Objetivo 3 - Una Honduras productiva, generadora de oportunidades y empleo digno, que aprovecha de manera sostenible sus recursos y reduce la vulnerabilidad ambiental",Meta 3.2: Ampliar la relación Exportaciones/PIB al 75%, ,Plan de Nación,Infraestructura Productiva como motor de la actividad económica,Tasa Nacional de Articulación Productiva (% de territorio con acceso a red vial primaria), ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 3: Ambiente Macroeconómico,3.3 Financiamiento de Actividades Productivas,3.3.2 Crédito a las MIPYMES como porcentaje del crédito total.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950000,40000,0,0,0,0,0,326804,0,0,0,0,0,1641,0,0,0,0,0,431555,0,0,0,0,950000,800000,0,0,0,0
