Objective,Organizations and Project ID,Project Description,Project Title,Status,Actual Approval Date,Actual Completion Date,Actual Start Date,Proposed Approval Date,Proposed Completion Date,Proposed Start Date,Country,District,Region,Zone,Donor Agency,Cumulative Commitment,Cumulative Disbursement,Donor Group,Primary Sector,Primary Sector sub-sector,2010 Actual Commitments,2010 Actual Disbursements,2010 Planned Commitments,2010 Planned disbursements,2011 Actual Commitments,2011 Actual Disbursements,2011 Planned Commitments,2011 Planned disbursements,2012 Actual Commitments,2012 Actual Disbursements,2012 Planned Commitments,2012 Planned disbursements,2013 Actual Commitments,2013 Actual Disbursements,2013 Planned Commitments,2013 Planned disbursements,Total Actual Commitments,Total Actual Disbursements,Total Planned Commitments,Total Planned disbursements
 ,"S063405-PRG (Affaires étrangères, Commerce et Développement Canada )",,Renforcement des associations de santé publique % Haiti / (Source : MAECD / S063405-PRG ),Operationally closed,,,,,29/02/2012,01/11/2006,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",363695.564,363695.564,Canada," - 120 - SANTE
 - 150 - GOUVERNEMENT ET SOCIETE CIVILE"," - 121 - Santé, général
 - 151 - Gouvernement et société civile, général",26675.403,14837.701, , , ,26675.403, , , , , , , , , , ,363695.564,363695.564, , 
  ,"S064582-002 (Affaires étrangères, Commerce et Développement Canada )", ,Koumbit : Une trousse pour le renforcement de la démocratie et de la solidarité en Haïti (Source : MAECD / S064582-002),Operationally closed,,,,,30/06/2012,30/06/2008,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",349934.475,349934.475,Canada," - 110 - EDUCATION
 - 150 - GOUVERNEMENT ET SOCIETE CIVILE
 - 998 - NON AFFECTE/ NON SPECIFIE"," - 111 - Éducation, niveau non spécifié
 - 151 - Gouvernement et société civile, général
 - 99820 - Sensibilisation au développement",69909.274,69909.274, , , ,69909.274, , , , , , , , , , ,349934.475,349934.475, , 
  ,"A035138-001 (Affaires étrangères, Commerce et Développement Canada )",,Séisme en Haïti - Fonds de reconstruction d'Haïti / (Source : / MAECD / A035138-001),Operationally closed,,,,,30/04/2013,30/06/2010,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",31754032.26,31548387.1,Canada," - 110 - EDUCATION
 - 150 - GOUVERNEMENT ET SOCIETE CIVILE
 - 400 - DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT"," - 111 - Éducation, niveau non spécifié
 - 152 - Prévention et règlement des conflits, paix et sécurité
 - 430 - Autres multi secteurs", , , , , , , , , , , , , , , , ,31754032.26,31548387.1, , 
  ,"S064143-002 (Affaires étrangères, Commerce et Développement Canada )",,Projet de soins de santé maternelle en Haïti / (Source : MAECD / S064143-002),Operationally closed,,,,,30/05/2011,30/06/2008,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",330701.612,330701.612,Canada," - 120 - SANTE
 - 130 - POLITIQUE EN MATIERE DE POPULATION/SANTE ET FERTILITE / VIH-SIDA"," - 121 - Santé, général
 - 122 - Santé de base
 - 13020 - Soins en matière de fertilité
 - 13040 - Lutte contre les MST et VIH/sida
 - 13081 - Formation de personnel  en matière de population et de santé et fertilité",25201.612, , , , ,25201.612, , , , , , , , , , ,330701.612,330701.612, , 
  ,"S064370-002 (Affaires étrangères, Commerce et Développement Canada )",,Renforcement des capacités rurales (Source : MAECD / S064370-002),Operationally closed,,,,,30/06/2011,30/06/2008,Haiti,Carrefour,Ouest,Port-au-Prince Arrondissement,"Affaires étrangères, Commerce et Développement Canada",121373.991,121373.991,Canada," - 110 - EDUCATION
 - 311 - AGRICULTURE
 - 312 - SYLVICULTURE
 - 400 - DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT
 - 998 - NON AFFECTE/ NON SPECIFIE"," - 111 - Éducation, niveau non spécifié
 - 113 - Éducation secondaire
 - 31130 - Ressources en terres cultivables
 - 31181 - Éducation et formation dans le domaine agricole
 - 31220 - Développement sylvicole
 - 410 - Protection de l’environnement, général
 - 99820 - Sensibilisation au développement",8873.991,28125, , , ,8873.991, , , , , , , , , , ,121373.991,121373.991, , 
 ,"S063786-002 (Affaires étrangères, Commerce et Développement Canada )",,Projet d'éducation de base et de sensibilisation au VIH/sida / (Source : DFATD / S063786-002 ),Operationally closed,,,,,29/04/2011,15/12/2011,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",122604.838,122604.838,Canada," - 110 - EDUCATION
 - 120 - SANTE
 - 130 - POLITIQUE EN MATIERE DE POPULATION/SANTE ET FERTILITE / VIH-SIDA"," - 111 - Éducation, niveau non spécifié
 - 112 - Éducation de base
 - 121 - Santé, général
 - 13040 - Lutte contre les MST et VIH/sida",42417.338, , , , ,42417.338, , , , , , , , , , ,122604.838,122604.838, , 
  ,"S064164-002 (Affaires étrangères, Commerce et Développement Canada )",,"Droits, sécurité et citoyenneté pour tous / (Source : MAECD / S064164-002)",Operationally closed,,,,,30/06/2011,30/06/2008,Haiti," - Miragôane
 - Port-au-Prince"," - Nippes
 - Ouest"," - Miragôane Arrondissement
 - Port-au-Prince Arrondissement","Affaires étrangères, Commerce et Développement Canada",162301.411,162301.411,Canada," - 120 - SANTE
 - 130 - POLITIQUE EN MATIERE DE POPULATION/SANTE ET FERTILITE / VIH-SIDA
 - 150 - GOUVERNEMENT ET SOCIETE CIVILE
 - 998 - NON AFFECTE/ NON SPECIFIE"," - 121 - Santé, général
 - 122 - Santé de base
 - 13040 - Lutte contre les MST et VIH/sida
 - 151 - Gouvernement et société civile, général
 - 99820 - Sensibilisation au développement",55810.483, , , , ,55810.483, , , , , , , , , , ,162301.411,162301.411, , 
  ," - S064158-001 (Affaires étrangères, Commerce et Développement Canada )
 - S064158-002 (Affaires étrangères, Commerce et Développement Canada )",,Éducation de base pour les enfants de Verrettes (Source : MAECD / S064158-002 S064158-001),Operationally closed,,,,,30/06/2011,30/06/2009,Haiti,Fonds-Verettes,Ouest,Croix-des-Bouquets Arrondissement,"Affaires étrangères, Commerce et Développement Canada",310042.338,310042.338,Canada," - 110 - EDUCATION
 - 400 - DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT"," - 111 - Éducation, niveau non spécifié
 - 112 - Éducation de base
 - 410 - Protection de l’environnement, général", ,76171.37, , , , , , , , , , , , , , ,310042.338,310042.338, , 
  ,"S064168-PRG (Affaires étrangères, Commerce et Développement Canada )",,De l'eau pour la santé communautaire (Source : MAECD / S064168-PRG),Operationally closed,,,,,30/06/2011,30/06/2008,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",277797.379,277797.379,Canada,140 - EAU ET ASSAINISSEMENT," - 14030 - Distribution d’eau potable de base et assainissement de base
 - 14081 - Éducation/formation dans la distribution d’eau et l’assainissement",49214.717, , , , ,49214.717, , , , , , , , , , ,277797.379,277797.379, , 
 ,"S062513-PRG (Affaires étrangères, Commerce et Développement Canada )",,Fédération canadienne des enseignantes et des enseignants - Programme 2005-2010 - % Haiti / (Source : MAECD / S062513-PRG ),Operationally closed,,27/03/2012,,,27/03/2012,17/06/2005,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",245230.846,245230.846,Canada," - 110 - EDUCATION
 - 150 - GOUVERNEMENT ET SOCIETE CIVILE"," - 111 - Éducation, niveau non spécifié
 - 151 - Gouvernement et société civile, général",3195.564,5841.733, , , ,3195.564, , , , , , , , , , ,245230.846,245230.846, , 
  ,"S064537-002 (Affaires étrangères, Commerce et Développement Canada )", ,Agriculture durable à Sainte-Suzanne (Source : MAECD / S064537-002),Operationally closed,,,,,30/06/2012,30/06/2008,Haiti,Sainte-Suzanne,Nord-Est,Le Trou-du-Nord,"Affaires étrangères, Commerce et Développement Canada",232536.29,232536.29,Canada," - 311 - AGRICULTURE
 - 312 - SYLVICULTURE
 - 998 - NON AFFECTE/ NON SPECIFIE"," - 31130 - Ressources en terres cultivables
 - 31150 - Produits à usage agricole
 - 31161 - Production agricole
 - 31166 - Vulgarisation agricole
 - 31220 - Développement sylvicole
 - 99820 - Sensibilisation au développement",13158.266,24259.072, , , ,13158.266, , , , , , , , , , ,232536.29,232536.29, , 
  ,"M013362-001 (Affaires étrangères, Commerce et Développement Canada )",,Séisme en Haïti - Appui aux collectivités d'accueil - Action contre la faim 2010 / (Source : MAECD / M013362-001),Operationally closed,,,,,30/06/2011,30/06/2010,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",216733.87,216733.87,Canada,700 - AIDE HUMANITAIRE,720 - Intervention d’urgence, ,216733.87, , , , , , , , , , , , , , ,216733.87,216733.87, , 
 ,"M013633-001 (Affaires étrangères, Commerce et Développement Canada )",,Financement visant des pays en particulier - BCAH 2012 / (Source : MAECD / M013633-001),Ongoing,,,,,,,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",202016.129,202016.129,Canada,700 - AIDE HUMANITAIRE,720 - Intervention d’urgence, , , , , , , , ,202016.129,202016.129, , , , , , ,202016.129,202016.129, , 
  ,"A035090-002 (Affaires étrangères, Commerce et Développement Canada )",,Fonds canadien d'initiatives locales (FCIL) - Haïti - 2011-2012 / (Source : MAECD / A035090-002),Operationally closed,,31/03/2012,,,31/03/2012,30/06/2011,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",201612.903,201612.903,Canada," - 110 - EDUCATION
 - 150 - GOUVERNEMENT ET SOCIETE CIVILE
 - 311 - AGRICULTURE
 - 400 - DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT"," - 113 - Éducation secondaire
 - 151 - Gouvernement et société civile, général
 - 31120 - Développement agricole
 - 430 - Autres multi secteurs",201612.903, , , , ,201612.903, , , , , , , , , , ,201612.903,201612.903, , 
 ,"A032574-001 (Affaires étrangères, Commerce et Développement Canada )",,Appui au ministère de la Justice (Source : MAECD / A032574-001),Operationally closed,,31/01/2012,,,,23/08/2005,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",2825170.362,2825171.37,Canada,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", , , , , ,7193.548, , , , , , , , , , ,2825170.362,2825171.37, , 
 ,"A033870-001 (Affaires étrangères, Commerce et Développement Canada )",,Appui aux droits des enfants et des jeunes et à la participation des populations vulnérables (Source : MAECD / A033870-001),Operationally closed,,,01/01/2008,,12/09/2012,,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",2554580.645,2554581.653,Canada,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", ,1030295.362, , , ,521593.75, , , ,110750, , , , , , ,2554580.645,2554581.653, , 
  ,"A035090-001 (Affaires étrangères, Commerce et Développement Canada )",,Fonds canadien d'initiatives locales (FCIL) - Haïti - 2010-2011 / (Source : MAECD / A035090-001),Operationally closed,,,,,31/03/2011,28/04/2010,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",201612.903,201612.903,Canada," - 110 - EDUCATION
 - 150 - GOUVERNEMENT ET SOCIETE CIVILE
 - 311 - AGRICULTURE
 - 400 - DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT"," - 113 - Éducation secondaire
 - 151 - Gouvernement et société civile, général
 - 31120 - Développement agricole
 - 430 - Autres multi secteurs", ,201612.903, , , , , , , , , , , , , , ,201612.903,201612.903, , 
 ,"M013698-001 (Affaires étrangères, Commerce et Développement Canada )",,Séisme en Haïti - Réponse d'urgence en santé - PAHO 2012 / (Source : MAECD / M013698-001),Operationally closed,,,,,27/10/2013,01/01/2012,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",201612.903,201612.903,Canada,700 - AIDE HUMANITAIRE,720 - Intervention d’urgence, , , , , , , , ,201612.903,201612.903, , , , , , ,201612.903,201612.903, , 
  ,"M013508-001 (Affaires étrangères, Commerce et Développement Canada )",,Gestion des camps et des services de sauvetage en Haïti - Vision mondiale Canada 2011 (Source : MAECD / M013508-001),Operationally closed,,,,,30/09/2012,30/06/2011,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",5040322.58,5040322.58,Canada,700 - AIDE HUMANITAIRE,720 - Intervention d’urgence,5040322.58,5040322.58, , , , , , , , , , , , , , ,5040322.58,5040322.58, , 
  ,"S064265-002 (Affaires étrangères, Commerce et Développement Canada )",,Solidarité pour l'éducation à Jérémie / (Source : MAECD / S064265-002),Operationally closed,,,,,30/10/2012,30/06/2009,Haiti,Jérémie,Grande Anse,Jérémie Arrondissement,"Affaires étrangères, Commerce et Développement Canada",201612.903,201612.903,Canada," - 110 - EDUCATION
 - 150 - GOUVERNEMENT ET SOCIETE CIVILE"," - 111 - Éducation, niveau non spécifié
 - 112 - Éducation de base
 - 151 - Gouvernement et société civile, général",50496.975,38869.959, , , ,50496.975, , , , , , , , , , ,201612.903,201612.903, , 
  ," - HTI-12/F/45335/561 (Bureau de la coordination des affaires humanitaires)
 - M013688-001 (Affaires étrangères, Commerce et Développement Canada )",,CAP2012 - Emergency Food Assistance / (Source : DFATD / M013688-001),Operationally closed,,,,,31/12/2012,01/01/2012,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",4032308.467,4032308.467,Canada,700 - AIDE HUMANITAIRE, , , , , ,4032308.467,4032308.467, , , , , , , , , , ,4032308.467,4032308.467, , 
  ,"S065306-001 (Affaires étrangères, Commerce et Développement Canada )", ,Revitaliser l'éducation et les bonnes pratiques de santé destinées aux enfants / (Source : MAECD / S065306-001),Operationally closed,,,,,31/03/2013,30/06/2011,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",3923128.024,3923128.024,Canada," - 110 - EDUCATION
 - 140 - EAU ET ASSAINISSEMENT
 - 700 - AIDE HUMANITAIRE"," - 111 - Éducation, niveau non spécifié
 - 14030 - Distribution d’eau potable de base et assainissement de base
 - 740 - Prévention des catastrophes et préparation à leur survenue",3923128.024,931742.943, , , ,1808357.862, , , ,1130826.612, , , ,52200.604, , ,3923128.024,3923128.024, , 
 ,"S065303-001 (Affaires étrangères, Commerce et Développement Canada )",,Gouvernance locale pour la gestion des risques et des désastres en Haïti / (Source : MAECD / S065303-001),Operationally closed,,,,,13/03/2013,30/06/2011,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",3470684.475,3470684.475,Canada,700 - AIDE HUMANITAIRE,740 - Prévention des catastrophes et préparation à leur survenue,3470684.475, , , , ,2950510.08, , , ,520174.395, , , , , , ,3470684.475,3470684.475, , 
 ,"M013510-001 (Affaires étrangères, Commerce et Développement Canada )",,"Séisme en Haïti - Services d'eau, d'assainissement et d'hygiène - Oxfam-Québec 2011 (Source : MAECD / M013510-001)",Operationally closed,,,,,31/03/2012,30/06/2011,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",2520161.29,2520161.29,Canada,700 - AIDE HUMANITAIRE,720 - Intervention d’urgence,2520161.29,2520161.29, , , , , , , , , , , , , , ,2520161.29,2520161.29, , 
 ,"M013678-001 (Affaires étrangères, Commerce et Développement Canada )",,Financement visant des pays en particulier - UNHCR 2012 / (Source : MAECD / M013678-001),Operationally closed,,,,,30/12/2013,01/01/2012,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",2317983.87,2317983.87,Canada,700 - AIDE HUMANITAIRE,720 - Intervention d’urgence, , , , ,2317983.87,2317983.87, , , , , , , , , , ,2317983.87,2317983.87, , 
  ,"M013506-001 (Affaires étrangères, Commerce et Développement Canada )",,Assistance humanitaire dans le secteur de la santé en Haïti - Appel de l'OPS 2011 / (Source : MAECD / M013506-001),Operationally closed,,,,,31/12/2011,30/06/2011,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",2016129.032,2016129.032,Canada,700 - AIDE HUMANITAIRE,720 - Intervention d’urgence,2016129.032,2016129.032, , , , , , , , , , , , , , ,2016129.032,2016129.032, , 
 ,"S062525-PRG (Affaires étrangères, Commerce et Développement Canada )",,Assurer les droits des enfants socialement exclus dans le monde - % Haïti / (Source : MAECD / S062525-PRG),Operationally closed,,,,,30/04/2010,29/03/2006,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",1622107.862,1622107.862,Canada," - 110 - EDUCATION
 - 130 - POLITIQUE EN MATIERE DE POPULATION/SANTE ET FERTILITE / VIH-SIDA
 - 150 - GOUVERNEMENT ET SOCIETE CIVILE
 - 160 - SERVICES ET INFRASTRUCTURES SOCIAUX DIVERS
 - 998 - NON AFFECTE/ NON SPECIFIE"," - 112 - Éducation de base
 - 13040 - Lutte contre les MST et VIH/sida
 - 151 - Gouvernement et société civile, général
 - 16010 - Services sociaux
 - 99820 - Sensibilisation au développement",1567.54,77329.637, , , ,1567.54, , , , , , , , , , ,1622107.862,1622107.862, , 
  ,"S065309-001 (Affaires étrangères, Commerce et Développement Canada )",,Favoriser la revitalisation des quartiers / (Source : MAECD / S065309-001),Operationally closed,,,,,31/08/2013,30/06/2011,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",1292729.838,1292729.838,Canada," - 110 - EDUCATION
 - 120 - SANTE
 - 700 - AIDE HUMANITAIRE"," - 111 - Éducation, niveau non spécifié
 - 122 - Santé de base
 - 730 - Aide à la reconstruction et réhabilitation
 - 740 - Prévention des catastrophes et préparation à leur survenue",1292729.838, , , , ,1206459.677, , , ,86270.161, , , , , , ,1292729.838,1292729.838, , 
 ,"M013699-001 (Affaires étrangères, Commerce et Développement Canada )",,Appels d'urgence en Haïti - Organisation internationale pour les migrations 2012 / (Source : MAECD / M013699-001),Operationally closed,,,,,31/03/2013,30/03/2012,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",1260181.451,1260181.451,Canada,700 - AIDE HUMANITAIRE,720 - Intervention d’urgence, , , , ,1260181.451,1260181.451, , , , , , , , , , ,1260181.451,1260181.451, , 
