Project Title,AMP ID,Cris Number,Modalities,Objective,Project Description,Status,Donor Agency,Donor Group,Donor Type,Financing Instrument,Funding Classification Date,Funding Status,Type Of Assistance,Actors,Issues,Measures Taken,Primary Sector,Primary Sector Sub-Sector,Secondary Sector,Secondary Sector Sub-Sector,Responsible Organization,Executing Agency,National Planning Objectives,National Planning Objectives Level 1,National Planning Objectives Level 2,National Planning Objectives Level 3,National Planning Objectives Level 4,National Planning Objectives Level 5,National Planning Objectives Level 6,National Planning Objectives Level 7,National Planning Objectives Level 8,Primary Program,Primary Program Level 1,Primary Program Level 2,Primary Program Level 3,Description,Secondary Program,Secondary Program Level 1,Secondary Program Level 8,Financial Instrument,FY,Ministry Code,On/Off/Treasury Budget,Project Code,Donor Observations,Line Ministries Observations,Actual Approval Date,Actual Closed Date,Actual Start Date,Proposed Completion Date,Proposed Project Life,Proposed Start Date,Departement,Implementation Level,District,Region,Proposed Project Amount,2011 Planned Commitments,2011 Actual Commitments,2011 Actual Disbursements,2011 Planned Disbursements,2011 Planned Expenditures,2011 Actual Expenditures,2012 Planned Commitments,2012 Actual Commitments,2012 Actual Disbursements,2012 Planned Disbursements,2012 Planned Expenditures,2012 Actual Expenditures,2013 Planned Commitments,2013 Actual Commitments,2013 Actual Disbursements,2013 Planned Disbursements,2013 Planned Expenditures,2013 Actual Expenditures,2014 Planned Commitments,2014 Actual Commitments,2014 Actual Disbursements,2014 Planned Disbursements,2014 Planned Expenditures,2014 Actual Expenditures,Planned Commitments,Actual Commitments,Actual Disbursements,Planned Disbursements,Planned Expenditures,Actual Expenditures
  etude pour l'amelioration de la gestion des parcs nationaux et reserves naturelles de la Cote d’Ivoire,11200713754,100%,Totally acquired,"Renforcer la protection et la gestion du Parc national du Banco et developper son role environnemental, recreatif et educatif","Composante 1: Protection du Parc National du Banco ;    Composante 2: Valorisation eco touristique du parc;    Composante 3: Implication des communautes riveraines et de la societe civile dans la gestion durable du parc ;    Composante 4: Gestion durable du parc, Management et Suivi du projet.",Closed,Fonds pour l'Environnement Mondial,Systeme des Nations Unies,Multilateral,Don projet,,Closed,Don financier, , , ,05 - PROTECTION DE L'ENVIRONNEMENT, ,400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE,410 - PROTECTION DE L'ENVIRONNEMENT GENERAL,"Ministere de l’Environnement, de la Salubrite Urbaine et du Developpement Durable", ,RESULTAT4 : LES POPULATIONS VIVENT DANS UN ENVIRONNEMENT SAIN ET UN CADRE DE VIE ADEQUAT,RESULTAT4 : LES POPULATIONS VIVENT DANS UN ENVIRONNEMENT SAIN ET UN CADRE DE VIE ADEQUAT,"Environnement, Eaux et Forets",Environnement et Developpement durable,"La gestion du secteur de l'environnement et du developpement durable est participative, transparente et efficace", , , , ,OBJECTIF 7 - Assurer un environnement durable,OBJECTIF 7 - Assurer un environnement durable, , , , , , , ,,,Off Budget, , ,Etudes preliminaires realisee.En attente de la decision du Conseil d’Administration du FEM pour le demarrage du projet d'un coût estime a 4 240 000 dollars US,,,,,,, ,National, , ,4240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62999.999,62258.654,62999.999,0,0,0,62999.999,62258.654,62999.999,0,0
  Projet d’appui a la mise en œuvre d’un programme d’urgence pour la prevention et la lutte contre la maladie du charbon bacteridien du betail dans le Nord et Nord-Est de la Cote d’Ivoire (Projet Charbon),11200714672,40%,Totally acquired,Maitriser les pathologies animales et assurer la securite sanitaire des aliments,composante 1: Acquisition de vaccins et d&#39;equipements techniques   compodante 2: Gestion des campagnes de vaccination,Ongoing," - Etat
 - Union economique et Monetaire Ouest Africaine"," - Union economique et Monetaire Ouest Africaine
 - etat"," - Multilateral
 - etat"," - Don projet
 - Ressources Internes",23/10/2012,Ongoing," - Don financier
 - Etat Contrepartie", ," - retard dans la mobilisations des fonds pour la contrepartie nationale
 - retard dans la mobilisations des fonds pour la contrepartie nationale avec pour consequence un retard dans le demarrage de la campagne 2014.
 - retard dans la mobilisations des fonds pour la contrepartie nationale avec pour consequence un retard dans le demarrage de la campagne 2014. Cette situation peut entrainer l'inefficacite des campagnes de vaccination anterieure et par consequent un taux de mortalite humain et animal eleve.",Faire en sorte que la contrepartie ivoirienne soit mobilisee le plus tot possible. Car la campagne de vaccination doit se faire dans le delais prevus,04 - AFFAIRES ECONOMIQUES,"042 - Agriculture, sylviculture, peche, et chasse",300 - SECTEURS DE LA PRODUCTION,311 - AGRICULTURE,Ministere des Ressources Animales et Halieutiques, ,"RESULTAT2: LA CREATION DE RICHESSES NATIONALES EST ACCRUE, SOUTENUE ET SES FRUITS SONT REPARTIS DANS L’EQUITE","RESULTAT2: LA CREATION DE RICHESSES NATIONALES EST ACCRUE, SOUTENUE ET SES FRUITS SONT REPARTIS DANS L’EQUITE",Secteurs Strategiques,Agriculture,"Les filieres agricoles, halieutiques et animales sont developpees", , , , ,OBJECTIF 1 - Reduction de l'extreme pauvrete et de la faim,OBJECTIF 1 - Reduction de l'extreme pauvrete et de la faim, , , , , , , ,,,On Budget,856950190, , ,23/10/2012,,02/01/2013,,4,02/01/2013, ,District Level," - BOUKANI
 - GONTOUGO", ,672105,0,0,0,0,0,0,0,672105,73500,73500,0,0,0,0,146895,146895,0,0,0,0,31129.327,134925,0,0,0,672105,251524.327,486324.89,0,0
  Activites habilitantes pour la preparation de la troisieme communication nationale,11200713753,75%,Totally acquired,Elaborer la 3eme communication nationale sur les changements climatiques,"Composante 1: Circonstances Nationales  Composante 2: Inventaire des Gaz a Effet de Serre  Composante 3: Programmes et mesures pour attenuer les changements climatiques  Composante 4: Projections de l'effet total des politiques et mesures pour attenuer les changements climatiques  Composante 5: Evaluation de la Vulnerabilite, des impacts des changements climatiques et mesures d'adaptation.  Composante 6: Activites liees au transfert de technologie  Composante 7: Recherche et observation systemique sur le changement climatique  Composante 8: education, formation et sensibilisation du public  Composante 9: Gaps et besoins en renforcement capacites",Ongoing," - Etat
 - Fonds pour l'Environnement Mondial"," - Systeme des Nations Unies
 - etat"," - Multilateral
 - etat"," - Don projet
 - Ressources Internes"," - 
 - 11/05/2012",Ongoing," - Don financier
 - Etat Contrepartie", ,Retard dans la reponse aux requetes de fonds,Mise en place du mecanisme et la strategie de mise en œuvre du BUR.,05 - PROTECTION DE L'ENVIRONNEMENT, ,400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE,410 - PROTECTION DE L'ENVIRONNEMENT GENERAL,"Ministere de l’Environnement, de la Salubrite Urbaine et du Developpement Durable", ,RESULTAT4 : LES POPULATIONS VIVENT DANS UN ENVIRONNEMENT SAIN ET UN CADRE DE VIE ADEQUAT,RESULTAT4 : LES POPULATIONS VIVENT DANS UN ENVIRONNEMENT SAIN ET UN CADRE DE VIE ADEQUAT,"Environnement, Eaux et Forets",Environnement et Developpement durable,"La gestion du secteur de l'environnement et du developpement durable est participative, transparente et efficace", , , , , , , , , , , , , ,,,On Budget,748990101, ,"Au depart, Le projet initialement prevu pour debuter en avril 2012 n’a pu debuter qu’en octobre 2012. Donc les activites prevues pour etre realises au cours de l’annee 2012 ont tous ete decalees. Des lignes du budget devaient etre deverrouillees avant d’etre execute mais celles-ci n’ont pas pu l’etre en raison du retard accuse au demarrage. Ce retard etait dû a l’attente de la nomination du Coordonnateur du Projet. Aussi, le premier decaissement du bailleur qui etait prevu pour mai 2012 n’a pu etre effectue qu’en fevrier 2013 en raison de probleme de virement bancaire entre la banque du bailleur et la BNI. En plus en 2013 et 2014, des difficultes ont ete rencontres dans le paiement des honoraires des consultants charges d’elaborer les rapports thematiques. En effet, les lignes devant servir a le faire devaient etre deverrouillees en raison de la particularite du Projet. Les differentes procedures pour aboutir a ce deverrouillage ont entraines aussi des retards dans l’execution du projet.Au regard de ces difficultes qui ont ete portees a la connaissance du Bailleur, un amendement de l’accord de don a ete fait en 2014.Aujourd’hui, Les activites sont en cours malgre quelques difficultes notamment la lenteur dans le decaissement des fonds et pour l'acquisition des donnees d’activites. Ces difficultes ont pu trouver des pistes de solutions et devront etre surmontees avec le mecanisme et la strategie de mise en œuvre du rapport biennal actualise.Les activites sont en cours malgre quelques difficultes notamment la lenteur dans le decaissement des fonds et pour l'acquisition des donnees d’activites. Ces difficultes ont pu trouver des pistes de solutions et devront etre surmontees avec le mecanisme et la strategie de mise en œuvre du rapport biennal actualise",11/05/2012,01/03/2015,27/09/2012,01/03/2015,,11/05/2012, ,National, , ,680000,0,0,0,0,0,0,0,680000,83580,83580,0,0,0,0,134400,185744.999,0,0,0,0,165880.794,178457.999,0,0,0,680000,383860.794,765041.448,0,0
  Programme D’appui a La Gestion Durable De Ressources Halieutiques Phase 1,11200713637,,Totally acquired,Ameliorer la production halieutique nationale a travers une gestion durable et participative,"Composante 1. Renforcement des capacites des administrations des Peches et de l'Aquaculture;    Composante 2. Appui a la surveillance, a la recherche scientifique et a la formation;    Composante 3. Amelioration du cadre juridique et reglementaire;    Composante 4. Amenagement des pecheries et conservation des stocks;    Composante 5. Gestion participative des pecheries;    Composante 6. Developpement de l&#39;Aquaculture;    Composante 7.Gestion du programme",Closed," - Etat
 - Union Europeenne"," - Commission Europeennne
 - etat"," - Multilateral
 - etat"," - Don projet
 - Ressources Internes"," - 05/04/2007
 - 30/06/2007",Closed," - Don financier
 - Etat Contrepartie", ,Faible dotation du projet par rapport aux engagements pris vis-a-vis du bailleur, ,04 - AFFAIRES ECONOMIQUES,"042 - Agriculture, sylviculture, peche, et chasse",300 - SECTEURS DE LA PRODUCTION,313 - PECHE,Ministere des Ressources Animales et Halieutiques, ,"RESULTAT2: LA CREATION DE RICHESSES NATIONALES EST ACCRUE, SOUTENUE ET SES FRUITS SONT REPARTIS DANS L’EQUITE","RESULTAT2: LA CREATION DE RICHESSES NATIONALES EST ACCRUE, SOUTENUE ET SES FRUITS SONT REPARTIS DANS L’EQUITE",Secteurs Strategiques,Agriculture,Les ressources halieutiques sont durablement gerees, , , , , , , , , , , , , ,2007,,On Budget,857950501, , ,05/04/2007,30/06/2013,01/07/2007,30/06/2013,,01/07/2007, ,National, , ,10281462.8,0,0,0,0,0,0,0,0,4791048.563,5752193.271,0,0,0,0,1777720.379,1777720.379,0,0,0,0,0,0,0,0,0,10116330,6568768.943,7529913.65,0,0
  Programme d'Appui aux Tres Petites Entreprises - Multi pays,112007133713,,Totally acquired,Stimulation du developpement economique des pays a travers la creation et le renforcement d'un tissu d'entreprises en croissance et generatrices d'emplois,Composante 1: Formation des entrepreneurs a la logique de perennite de l&#39;entreprise   Composante 2: Accompagnement et mise en reseau des novueaux entrepreuneurs   Composante 3: Developpement d&#39;un reseau d&#39;expertise en accompagnement des entreprises,Ongoing,Agence Francaise de Developpement,Cooperation France,Bilateral,Don projet,04/07/2013,Ongoing,Don financier, , , ,04 - AFFAIRES ECONOMIQUES,"049 - Affaires economiques, n.c.a",300 - SECTEURS DE LA PRODUCTION,321 - INDUSTRIES MANUFACTURIERES,"Ministere du Commerce, de l’Artisanat et de La Promotion des Pme", ,"RESULTAT2: LA CREATION DE RICHESSES NATIONALES EST ACCRUE, SOUTENUE ET SES FRUITS SONT REPARTIS DANS L’EQUITE","RESULTAT2: LA CREATION DE RICHESSES NATIONALES EST ACCRUE, SOUTENUE ET SES FRUITS SONT REPARTIS DANS L’EQUITE",Secteur Prive,Artisanat,Le secteur informel est reduit, , , , , , , , , , , , , ,,,Off Budget, , , ,04/07/2013,31/07/2016,31/07/2013,,,31/07/2013, ,Region Level," - ABIDJAN
 - BELIER
 - GBEKE"," - ABIDJAN
 - BOUAKE
 - YAMOUSSOKRO", ,0,0,0,0,0,0,0,0,0,0,0,0,0,727440,130899.999,130899.999,0,0,0,0,0,307719.999,0,0,0,727440,130899.999,687105.339,0,0
  Programme d’Appui a La Gestion Durable des Ressources Halieutiques (PAGDRH Phase II),11200713661,,Totally acquired,Ameliorer la production halieutique nationale a travers une gestion durable et participative,"Composante 1. Renforcement des capacites des administrations des Peches et de l'Aquaculture;    Composante 2. Appui a la surveillance, a la recherche scientifique et a la formation;    Composante 3. Amelioration du cadre juridique et reglementaire;    Composante 4. Amenagement des pecheries et conservation des stocks;    Composante 5. Gestion participative des pecheries;    Composante 6. Developpement de l&#39;Aquaculture;    Composante 7.Gestion du programme",Ongoing," - Etat
 - Union Europeenne"," - Commission Europeennne
 - etat"," - Multilateral
 - etat"," - Don projet
 - Ressources Internes",09/01/2013,Ongoing," - Don financier
 - Etat Contrepartie", ,RAS, ,04 - AFFAIRES ECONOMIQUES,"042 - Agriculture, sylviculture, peche, et chasse",300 - SECTEURS DE LA PRODUCTION,313 - PECHE,Ministere des Ressources Animales et Halieutiques, ,"RESULTAT2: LA CREATION DE RICHESSES NATIONALES EST ACCRUE, SOUTENUE ET SES FRUITS SONT REPARTIS DANS L’EQUITE","RESULTAT2: LA CREATION DE RICHESSES NATIONALES EST ACCRUE, SOUTENUE ET SES FRUITS SONT REPARTIS DANS L’EQUITE",Secteurs Strategiques,Agriculture,Les ressources halieutiques sont durablement gerees, , , , ,OBJECTIF 1 - Reduction de l'extreme pauvrete et de la faim,OBJECTIF 1 - Reduction de l'extreme pauvrete et de la faim, , , , , , , ,,,On Budget,857950501, ,1er decaissement prevu en juillet 2013,09/01/2013,,01/07/2014,30/06/2018,5,01/07/2013, ,National, , ,9154858.999,0,0,0,0,0,0,0,0,0,0,0,0,0,9103430,4791048.563,5752193.271,0,0,0,0,967093.251,1686090,0,0,0,9103430,5758141.815,8854334.704,0,0
  Projet Approche Eco systemique Des Peches Maritimes (AEP-NANSEN),11200713662,79%,Totally acquired,Reduire la pauvrete et creer les conditions pour aider a la realisation de la securite alimentaire a travers le developpement des regimes de gestion durable des peches et specifiquement par l'application de l'approche eco systemique au niveau des peches maritimes,Composante 1: Amelioration des institutions et processus pour la prise en compte de l&#39;AEP;  Composante 2: Elaboration de plans de gestion;  Composante 3: Evaluation et suivi de l&#39;ecosysteme;  Composante 4: Renforcement des capacites dans la gestion de l&#39;AEP;  Composante 5: Renforcement de l&#39;assistance technique pour l&#39;utilisation des navires de recherche;  Composante 6: Diffusion des resultats du projet;  Composante 7: Gestion du projet,Ongoing," - Etat
 - Norvege"," - Cooperation Norvege
 - etat"," - Bilateral
 - etat"," - Don projet
 - Ressources Internes"," - 
 - 23/12/2008",Ongoing," - Don financier
 - Etat Contrepartie", ,Faible dotation du projet par rapport aux engagements pris vis-a-vis du bailleur., ,04 - AFFAIRES ECONOMIQUES,"042 - Agriculture, sylviculture, peche, et chasse",300 - SECTEURS DE LA PRODUCTION,313 - PECHE,Ministere des Ressources Animales et Halieutiques,Organisation des Nations Unies pour l'alimentation et l'agriculture,"RESULTAT2: LA CREATION DE RICHESSES NATIONALES EST ACCRUE, SOUTENUE ET SES FRUITS SONT REPARTIS DANS L’EQUITE","RESULTAT2: LA CREATION DE RICHESSES NATIONALES EST ACCRUE, SOUTENUE ET SES FRUITS SONT REPARTIS DANS L’EQUITE",Secteurs Strategiques,Agriculture,Les ressources halieutiques sont durablement gerees, , , , ,OBJECTIF 1 - Reduction de l'extreme pauvrete et de la faim,OBJECTIF 1 - Reduction de l'extreme pauvrete et de la faim, , , , , , , ,,,On Budget,857951101, ,Dotations budgetaires de la part etat insuffisantes,23/12/2008,,15/03/2010,31/12/2014,5,15/03/2010, ,District Level," - ABIDJAN
 - GRANDS PONTS
 - SAN-PEDRO
 - SUD COMOE", ,3390460,0,0,37150.075,37150.075,0,0,0,0,791196,791196,0,0,0,0,301413,331212,0,0,0,0,400160.681,562800,0,0,0,3432730,1562782.784,2188047.425,0,0
  Projet de Developpement Durable des Ressources Genetiques du Tilapia du Nil dans le Bassin de La Volta (Projet TIVO Phase I),11200713663,85%,Totally acquired,Mettre a la disposition des aquaculteurs une souche performante du Tilapia du Nil,Composante 1. Renforcement du potentiel de production des semences d&#39;aquaculture;    Composante 2. Renforcement de la gestion des semences ameliorees;    Composante 3. Gestion du Projet.,Ongoing," - Etat
 - Organisation des Nations Unies pour l'alimentation et l'agriculture"," - Systeme des Nations Unies
 - etat"," - Multilateral
 - etat"," - Don projet
 - Ressources Internes",24/01/2008,Ongoing," - Don financier
 - Etat Contrepartie", ,- Difficile de retracer les decaissements du bailleur car les informations ne sont pas disponibles dans le SIGFiP puisque ressources gerees directement par le bailleur. - faible dotation et retard dans la mise a disposition de la contre partie nationale par le tresor., ,04 - AFFAIRES ECONOMIQUES,"042 - Agriculture, sylviculture, peche, et chasse",300 - SECTEURS DE LA PRODUCTION,313 - PECHE,Ministere des Ressources Animales et Halieutiques,Organisation des Nations Unies pour l'alimentation et l'agriculture,"RESULTAT2: LA CREATION DE RICHESSES NATIONALES EST ACCRUE, SOUTENUE ET SES FRUITS SONT REPARTIS DANS L’EQUITE","RESULTAT2: LA CREATION DE RICHESSES NATIONALES EST ACCRUE, SOUTENUE ET SES FRUITS SONT REPARTIS DANS L’EQUITE",Secteurs Strategiques,Agriculture,La competitivite de l'agriculture ivoirienne et sa capacite a remunerer suffisamment les producteurs sont renforcees, , , , ,OBJECTIF 1 - Reduction de l'extreme pauvrete et de la faim,OBJECTIF 1 - Reduction de l'extreme pauvrete et de la faim, , , , , , , ,,,On Budget,857951001, ,"Conformement au protocole d'accord, le financement bailleur a pris fin en 2012. Les financements de l'Etat permettent d'assurer la transition pour passer a la phase 2 du projet qui sera finance par l'Autorite du Bassin de la Volta. Ce financement est conditionne par l'accord des Chef d’etat Membre; Accord qui est toujours attendu.",24/01/2008,,01/09/2012,31/12/2012,3,, ,District Level," - ABIDJAN
 - GBEKE", ,596573.599,0,0,0,0,0,0,0,0,243248.344,243248.344,0,0,0,0,162314.342,162314.342,0,0,0,0,37355.982,102858,0,0,0,596572.2,442918.669,607681.004,0,0
"  Projet reponse strategique au VIH/SIDA au profit des communautes de peche en Afrique, Zone Cote d'Ivoire (Projet reponse VIH/SIDA)",11200713666,14%,Totally acquired,Contribuer a reduire la pauvrete au niveau des communautes des peches grâce a la reduction de la vulnerabilite au VIH/ SIDA et a l’amelioration de la securite alimentaire et de la nutrition,Composante 1. Amelioration de la reponse au VIH/SIDA et de la prise en charge au profit des communautes de peche;    Composante 2. Renforcement des enjeux genre dans le developpement social et economique ;    Composante 3. Renforcement des capacites des communautes de peches vulnerables en vue de la reduction de la pauvrete;    Composante 4. Diversification des moyens d'existence au profit des groupes tres vulnerables,Ongoing," - Etat
 - Organisation des Nations Unies pour l'alimentation et l'agriculture"," - Systeme des Nations Unies
 - etat"," - Multilateral
 - etat"," - Don projet
 - Ressources Internes",25/01/2012,Ongoing," - Don financier
 - Etat Contrepartie", ," - Manque d'informations sur l'execution financiere des bailleurs
 - Mobilisation tardive du 1er decaissement le 25/11/2013 a la veille de la cloture budgetaire du 28/11/13", ,04 - AFFAIRES ECONOMIQUES,"042 - Agriculture, sylviculture, peche, et chasse",300 - SECTEURS DE LA PRODUCTION,313 - PECHE,Ministere des Ressources Animales et Halieutiques,Organisation des Nations Unies pour l'alimentation et l'agriculture,"RESULTAT3 : LES POPULATIONS, EN PARTICULIER LES FEMMES, LES ENFANTS ET AUTRES GROUPES VULNERABLES ONT ACCES AUX SERVICES SOCIAUX DE QUALITE DANS L’EQUIT","RESULTAT3 : LES POPULATIONS, EN PARTICULIER LES FEMMES, LES ENFANTS ET AUTRES GROUPES VULNERABLES ONT ACCES AUX SERVICES SOCIAUX DE QUALITE DANS L’EQUIT","Sante, Nutrition et VIH/Sida", , , , , , ," - OBJECTIF 1 - Reduction de l'extreme pauvrete et de la faim
 - OBJECTIF 6 - Combattre le VIH/sida, le paludisme et d'autres maladies"," - OBJECTIF 1 - Reduction de l'extreme pauvrete et de la faim
 - OBJECTIF 6 - Combattre le VIH/sida, le paludisme et d'autres maladies", , , , , , , ,,,On Budget,651950601, ,Absence d'information sur l'execution financiere de la part bailleur.,25/01/2012,25/02/2016,22/05/2013,25/02/2015,,01/10/2012, ,District Level," - SAN-PEDRO
 - SUD COMOE", ,550000,0,0,0,0,0,0,0,577500,2100,2100,0,0,0,0,53924.833,53924.833,0,0,0,0,173369.249,237300,0,0,0,577500,229394.083,360746.935,0,0
  Projet d'appui au renforcement des capacites et du cadre reglementaire en matiere de prevention et reduction des pertes post-capture des produits halieutiques en Cote d'Ivoire (TCP/IVC/3501).,112007172700,10%,Totally acquired,"Aider le Gouvernement a prevenir et reduire les pertes apres capture et/ou abbatge dans le secteur halieutique en Cote d'Ivoire. Preservation des ressources naturelles (consommation reduite de bois, diminution de la destruction de la foret et respect de la biodiversite).",1-Renforcement des capacites nationales  2-Mise en œuvre d'initiatives pilotes pour la reduction des pertes  3-Acquisition de marches remunerateurs ou prometteurs  4- Gestion du projet,Ongoing," - Etat
 - Organisation des Nations Unies pour l'alimentation et l'agriculture"," - Systeme des Nations Unies
 - etat"," - Multilateral
 - etat"," - Don projet
 - Ressources Internes"," - 14/05/2014
 - 14/05/20014",Ongoing," - Don financier
 - Etat Contrepartie", , , ,04 - AFFAIRES ECONOMIQUES,"042 - Agriculture, sylviculture, peche, et chasse",300 - SECTEURS DE LA PRODUCTION,313 - PECHE,Ministere des Ressources Animales et Halieutiques,Organisation des Nations Unies pour l'alimentation et l'agriculture,"RESULTAT2: LA CREATION DE RICHESSES NATIONALES EST ACCRUE, SOUTENUE ET SES FRUITS SONT REPARTIS DANS L’EQUITE","RESULTAT2: LA CREATION DE RICHESSES NATIONALES EST ACCRUE, SOUTENUE ET SES FRUITS SONT REPARTIS DANS L’EQUITE",Secteurs Strategiques,Agriculture,"Les filieres agricoles, halieutiques et animales sont developpees", , , , ,OBJECTIF 1 - Reduction de l'extreme pauvrete et de la faim,OBJECTIF 1 - Reduction de l'extreme pauvrete et de la faim, , , , , , , ,,,Off Budget, , ,Aucune information sur l'execution financiere du projet au niveau du bailleurs,14/05/2014,,,,2,14/05/2014," - ABIDJAN
 - GRAND-LAHOU
 - ZOUKOUGBEU",Sous-Prefecture Level," - ABIDJAN
 - GRANDS PONTS
 - HAUT-SASSANDRA"," - ABIDJAN
 - GRAND-LAHOU
 - ZOUKOUGBEU", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505563.055,0,0,0,0,0,505563.055,0,0,0,0
